Brazil,2004,39
Brazil,2008,35
Bulgaria,1995,
Bulgaria,1996,
Bulgaria,2000,35
Bulgaria,2004,41
Bulgaria,2008,36
Burkina Faso,1995,
Burkina Faso,1996,
Burkina Faso,2000,30
Burkina Faso,2004,
Burkina Faso,2008,35
Burundi,1995,
Burundi,1996,
Burundi,2000,
Burundi,2004,
Burundi,2008,19
Cambodia,1995,
Cambodia,1996,
Cambodia,2000,
Cambodia,2004,
Cambodia,2008,18
Cameroon,1995,
Cameroon,1996,25
Cameroon,2000,20
Cameroon,2004,21
Cameroon,2008,23
Canada,1995,89
Canada,1996,90
Canada,2000,92
Canada,2004,85
Canada,2008,87
Cape Verde,1995,
Cape Verde,1996,
Cape Verde,2000,
Cape Verde,2004,
Cape Verde,2008,51
Central African Republic,1995,
Central African Republic,1996,
Central African Republic,2000,
Central African Republic,2004,
Central African Republic,2008,20
Chad,1995,
Chad,1996,
Chad,2000,
Chad,2004,17
Chad,2008,16
Chile,1995,79
Chile,1996,68
Chile,2000,74
Chile,2004,74
Chile,2008,69
China,1995,22
China,1996,24
China,2000,31
China,2004,34
China,2008,36
Colombia,1995,34
Colombia,1996,27
Colombia,2000,32
Colombia,2004,38
Colombia,2008,38
Comoros,1995,
Comoros,1996,
Comoros,2000,
Comoros,2004,
Comoros,2008,25
Congo Republic,1995,
Congo Republic,1996,
Congo Republic,2000,
Congo Republic,2004,23
Congo Republic,2008,19
Costa Rica,1995,
Costa Rica,1996,
Costa Rica,2000,54
Costa Rica,2004,49
Costa Rica,2008,51
Côte d´Ivoire,1995,
Côte d´Ivoire,1996,
Côte d´Ivoire,2000,27
Côte d´Ivoire,2004,20
Côte d´Ivoire,2008,20
Croatia,1995,
Croatia,1996,
Croatia,2000,37
Croatia,2004,35
Croatia,2008,44
Cuba,1995,
Cuba,1996,
Cuba,2000,
Cuba,2004,37
Cuba,2008,43
Cyprus,1995,
Cyprus,1996,
Cyprus,2000,
Cyprus,2004,54
Cyprus,2008,64
Czech Republic,1995,
Czech Republic,1996,54
Czech Republic,2000,43
Czech Republic,2004,42
Czech Republic,2008,52
Democratic Republic of the Congo,1995,
Democratic Republic of the Congo,1996,
Democratic Republic of the Congo,2000,
Democratic Republic of the Congo,2004,20
Democratic Republic of the Congo,2008,17
Denmark,1995,93
Denmark,1996,93
Denmark,2000,98
Denmark,2004,95
Denmark,2008,93
Djibouti,1995,
Djibouti,1996,
Djibouti,2000,
Djibouti,2004,
Djibouti,2008,30
Dominica,1995,
Dominica,1996,
Dominica,2000,
Dominica,2004,
Dominica,2008,60
Dominican Republic,1995,
Dominican Republic,1996,
Dominican Republic,2000,
Dominican Republic,2004,29
Dominican Republic,2008,30
Ecuador,1995,
Ecuador,1996,32
Ecuador,2000,26
Ecuador,2004,24
Ecuador,2008,20
Egypt,1995,
Egypt,1996,29
Egypt,2000,31
Egypt,2004,32
Egypt,2008,28
El Salvador,1995,
El Salvador,1996,
El Salvador,2000,41
El Salvador,2004,42
El Salvador,2008,39
Equatorial Guinea,1995,
Equatorial Guinea,1996,
Equatorial Guinea,2000,
Equatorial Guinea,2004,
Equatorial Guinea,2008,17
Eritrea,1995,
Eritrea,1996,
Eritrea,2000,
Eritrea,2004,26
Eritrea,2008,26
Estonia,1995,
Estonia,1996,
Estonia,2000,57
Estonia,2004,60
Estonia,2008,66
Ethiopia,1995,
Ethiopia,1996,
Ethiopia,2000,32
Ethiopia,2004,23
Ethiopia,2008,26
Finland,1995,91
Finland,1996,91
Finland,2000,100
Finland,2004,97
Finland,2008,90
France,1995,70
France,1996,70
France,2000,67
France,2004,71
France,2008,69
Gabon,1995,
Gabon,1996,
Gabon,2000,
Gabon,2004,33
Gabon,2008,31
Gambia,1995,
Gambia,1996,
Gambia,2000,
Gambia,2004,28
Gambia,2008,19
Georgia,1995,
Georgia,1996,
Georgia,2000,
Georgia,2004,20
Georgia,2008,39
Germany,1995,81
Germany,1996,83
Germany,2000,76
Germany,2004,82
Germany,2008,79
Ghana,1995,
Ghana,1996,
Ghana,2000,35
Ghana,2004,36
Ghana,2008,39
Greece,1995,40
Greece,1996,50
Greece,2000,49
Greece,2004,43
Greece,2008,47
Guatemala,1995,
Guatemala,1996,
Guatemala,2000,
Guatemala,2004,22
Guatemala,2008,31
Guinea,1995,
Guinea,1996,
Guinea,2000,
Guinea,2004,
Guinea,2008,16
Guinea-Bissau,1995,
Guinea-Bissau,1996,
Guinea-Bissau,2000,
Guinea-Bissau,2004,
Guinea-Bissau,2008,19
Guyana,1995,
Guyana,1996,
Guyana,2000,
Guyana,2004,
Guyana,2008,26
Haiti,1995,
Haiti,1996,
Haiti,2000,
Haiti,2004,15
Haiti,2008,14
Honduras,1995,
Honduras,1996,
Honduras,2000,
Honduras,2004,23
Honduras,2008,26
Hong Kong,1995,71
Hong Kong,1996,70
Hong Kong,2000,77
Hong Kong,2004,80
Hong Kong,2008,81
Hungary,1995,41
Hungary,1996,49
Hungary,2000,52
Hungary,2004,48
Hungary,2008,51
Iceland,1995,
Iceland,1996,
Iceland,2000,91
Iceland,2004,95
Iceland,2008,89
India,1995,28
India,1996,26
India,2000,28
India,2004,28
India,2008,34
Indonesia,1995,20
Indonesia,1996,27
Indonesia,2000,17
Indonesia,2004,20
Indonesia,2008,26
Iran,1995,
Iran,1996,
Iran,2000,
Iran,2004,29
Iran,2008,23
Iraq,1995,
Iraq,1996,
Iraq,2000,
Iraq,2004,21
Iraq,2008,13
Ireland,1995,86
Ireland,1996,85
Ireland,2000,72
Ireland,2004,75
Ireland,2008,77
Israel,1995,
Israel,1996,77
Israel,2000,66
Israel,2004,64
Israel,2008,60
Italy,1995,30
Italy,1996,34
Italy,2000,46
Italy,2004,48
Italy,2008,48
Jamaica,1995,
Jamaica,1996,
Jamaica,2000,
Jamaica,2004,33
Jamaica,2008,31
Japan,1995,67
Japan,1996,71
Japan,2000,64
Japan,2004,69
Japan,2008,73
Jordan,1995,
Jordan,1996,49
Jordan,2000,46
Jordan,2004,53
Jordan,2008,51
Kazakhstan,1995,
Kazakhstan,1996,
Kazakhstan,2000,30
Kazakhstan,2004,22
Kazakhstan,2008,22
Kenya,1995,
Kenya,1996,22
Kenya,2000,21
Kenya,2004,21
Kenya,2008,21
Kiribati,1995,
Kiribati,1996,
Kiribati,2000,
Kiribati,2004,
Kiribati,2008,31
Kosovo,1995,
Kosovo,1996,
Kosovo,2000,
Kosovo,2004,
Kosovo,2008,
Kuwait,1995,
Kuwait,1996,
Kuwait,2000,
Kuwait,2004,46
Kuwait,2008,43
Kyrgyzstan,1995,
Kyrgyzstan,1996,
Kyrgyzstan,2000,
Kyrgyzstan,2004,22
Kyrgyzstan,2008,18
Laos,1995,
Laos,1996,
Laos,2000,
Laos,2004,
Laos,2008,20
Latvia,1995,
Latvia,1996,
Latvia,2000,34
Latvia,2004,40
Latvia,2008,50
Lebanon,1995,
Lebanon,1996,
Lebanon,2000,
Lebanon,2004,27
Lebanon,2008,30
Lesotho,1995,
Lesotho,1996,
Lesotho,2000,
Lesotho,2004,
Lesotho,2008,32
Liberia,1995,
Liberia,1996,
Liberia,2000,
Liberia,2004,
Liberia,2008,24
Libya,1995,
Libya,1996,
Libya,2000,
Libya,2004,25
Libya,2008,26
Lithuania,1995,
Lithuania,1996,
Lithuania,2000,41
Lithuania,2004,46
Lithuania,2008,46
Luxembourg,1995,69
Luxembourg,1996,
Luxembourg,2000,86
Luxembourg,2004,84
Luxembourg,2008,83
Macau,1995,
Macau,1996,
Macau,2000,
Macau,2004,
Macau,2008,54
Macedonia,1995,
Macedonia,1996,
Macedonia,2000,
Macedonia,2004,27
Macedonia,2008,36
Madagascar,1995,
Madagascar,1996,
Madagascar,2000,
Madagascar,2004,31
Madagascar,2008,34
Malawi,1995,
Malawi,1996,
Malawi,2000,41
Malawi,2004,28
Malawi,2008,28
Malaysia,1995,53
Malaysia,1996,53
Malaysia,2000,48
Malaysia,2004,50
Malaysia,2008,51
Maldives,1995,
Maldives,1996,
Maldives,2000,
Maldives,2004,
Maldives,2008,28
Mali,1995,
Mali,1996,
Mali,2000,
Mali,2004,32
Mali,2008,31
Malta,1995,
Malta,1996,
Malta,2000,
Malta,2004,68
Malta,2008,58
Mauritania,1995,
Mauritania,1996,
Mauritania,2000,
Mauritania,2004,
Mauritania,2008,28
Mauritius,1995,
Mauritius,1996,
Mauritius,2000,47
Mauritius,2004,41
Mauritius,2008,55
Mexico,1995,32
Mexico,1996,33
Mexico,2000,33
Mexico,2004,36
Mexico,2008,36
Moldova,1995,
Moldova,1996,
Moldova,2000,26
Moldova,2004,23
Moldova,2008,29
Mongolia,1995,
Mongolia,1996,
Mongolia,2000,
Mongolia,2004,30
Mongolia,2008,30
Montenegro,1995,
Montenegro,1996,
Montenegro,2000,
Montenegro,2004,
Montenegro,2008,34
Morocco,1995,
Morocco,1996,
Morocco,2000,47
Morocco,2004,32
Morocco,2008,35
Mozambique,1995,
Mozambique,1996,
Mozambique,2000,22
Mozambique,2004,28
Mozambique,2008,26
Myanmar,1995,
Myanmar,1996,
Myanmar,2000,
Myanmar,2004,17
Myanmar,2008,13
Namibia,1995,
Namibia,1996,
Namibia,2000,54
Namibia,2004,41
Namibia,2008,45
Nepal,1995,
Nepal,1996,
Nepal,2000,
Nepal,2004,28
Nepal,2008,27
Netherlands,1995,87
Netherlands,1996,87
Netherlands,2000,89
Netherlands,2004,87
Netherlands,2008,89
New Zealand,1995,95
New Zealand,1996,94
New Zealand,2000,94
New Zealand,2004,96
New Zealand,2008,93
Nicaragua,1995,
Nicaragua,1996,
Nicaragua,2000,
Nicaragua,2004,27
Nicaragua,2008,25
Niger,1995,
Niger,1996,
Niger,2000,
Niger,2004,22
Niger,2008,28
Nigeria,1995,
Nigeria,1996,7
Nigeria,2000,12
Nigeria,2004,16
Nigeria,2008,27
North Korea,1995,
North Korea,1996,
North Korea,2000,
North Korea,2004,
North Korea,2008,
Norway,1995,86
Norway,1996,89
Norway,2000,91
Norway,2004,89
Norway,2008,79
Oman,1995,
Oman,1996,
Oman,2000,
Oman,2004,61
Oman,2008,55
Pakistan,1995,23
Pakistan,1996,10
Pakistan,2000,
Pakistan,2004,21
Pakistan,2008,25
Panama,1995,
Panama,1996,
Panama,2000,
Panama,2004,37
Panama,2008,39
Papua New Guinea,1995,
Papua New Guinea,1996,
Papua New Guinea,2000,
Papua New Guinea,2004,26
Papua New Guinea,2008,20
Paraguay,1995,
Paraguay,1996,
Paraguay,2000,
Paraguay,2004,19
Paraguay,2008,24
Peru,1995,
Peru,1996,
Peru,2000,44
Peru,2004,35
Peru,2008,36
Philippines,1995,28
Philippines,1996,27
Philippines,2000,28
Philippines,2004,26
Philippines,2008,23
Poland,1995,
Poland,1996,56
Poland,2000,41
Poland,2004,35
Poland,2008,46
Portugal,1995,56
Portugal,1996,65
Portugal,2000,64
Portugal,2004,63
Portugal,2008,61
Qatar,1995,
Qatar,1996,
Qatar,2000,
Qatar,2004,52
Qatar,2008,65
Romania,1995,
Romania,1996,
Romania,2000,29
Romania,2004,29
Romania,2008,38
Russia,1995,
Russia,1996,26
Russia,2000,21
Russia,2004,28
Russia,2008,21
Rwanda,1995,
Rwanda,1996,
Rwanda,2000,
Rwanda,2004,
Rwanda,2008,30
Sao Tome and Principe,1995,
Sao Tome and Principe,1996,
Sao Tome and Principe,2000,
Sao Tome and Principe,2004,
Sao Tome and Principe,2008,27
Saudi Arabia,1995,
Saudi Arabia,1996,
Saudi Arabia,2000,
Saudi Arabia,2004,34
Saudi Arabia,2008,35
Senegal,1995,
Senegal,1996,
Senegal,2000,35
Senegal,2004,30
Senegal,2008,34
Serbia,1995,
Serbia,1996,
Serbia,2000,
Serbia,2004,27
Serbia,2008,34
Seychelles,1995,
Seychelles,1996,
Seychelles,2000,
Seychelles,2004,44
Seychelles,2008,48
Sierra Leone,1995,
Sierra Leone,1996,
Sierra Leone,2000,
Sierra Leone,2004,23
Sierra Leone,2008,19
Singapore,1995,93
Singapore,1996,88
Singapore,2000,91
Singapore,2004,93
Singapore,2008,92
Slovakia,1995,
Slovakia,1996,
Slovakia,2000,35
Slovakia,2004,40
Slovakia,2008,50
Slovenia,1995,
Slovenia,1996,
Slovenia,2000,55
Slovenia,2004,60
Slovenia,2008,67
Somalia,1995,
Somalia,1996,
Somalia,2000,
Somalia,2004,
Somalia,2008,10
South Africa,1995,56
South Africa,1996,57
South Africa,2000,50
South Africa,2004,46
South Africa,2008,49
South Korea,1995,43
South Korea,1996,50
South Korea,2000,40
South Korea,2004,45
South Korea,2008,56
South Sudan,1995,
South Sudan,1996,
South Sudan,2000,
South Sudan,2004,
South Sudan,2008,
Spain,1995,44
Spain,1996,43
Spain,2000,70
Spain,2004,71
Spain,2008,65
Sri Lanka,1995,
Sri Lanka,1996,
Sri Lanka,2000,
Sri Lanka,2004,35
Sri Lanka,2008,32
Sudan,1995,
Sudan,1996,
Sudan,2000,
Sudan,2004,22
Sudan,2008,16
Suriname,1995,
Suriname,1996,
Suriname,2000,
Suriname,2004,43
Suriname,2008,36
Swaziland,1995,
Swaziland,1996,
Swaziland,2000,
Swaziland,2004,
Swaziland,2008,36
Sweden,1995,88
Sweden,1996,91
Sweden,2000,94
Sweden,2004,92
Sweden,2008,93
Switzerland,1995,88
Switzerland,1996,88
Switzerland,2000,86
Switzerland,2004,91
Switzerland,2008,90
Syria,1995,
Syria,1996,
Syria,2000,
Syria,2004,34
Syria,2008,21
Taiwan,1995,51
Taiwan,1996,50
Taiwan,2000,55
Taiwan,2004,56
Taiwan,2008,57
Tajikistan,1995,
Tajikistan,1996,
Tajikistan,2000,
Tajikistan,2004,20
Tajikistan,2008,20
Tanzania,1995,
Tanzania,1996,
Tanzania,2000,25
Tanzania,2004,28
Tanzania,2008,30
Thailand,1995,28
Thailand,1996,33
Thailand,2000,32
Thailand,2004,36
Thailand,2008,35
The FYR of Macedonia,1995,
The FYR of Macedonia,1996,
The FYR of Macedonia,2000,
The FYR of Macedonia,2004,
The FYR of Macedonia,2008,
The United States Of America,1995,78
The United States Of America,1996,77
The United States Of America,2000,78
The United States Of America,2004,75
The United States Of America,2008,73
Timor-Leste,1995,
Timor-Leste,1996,
Timor-Leste,2000,
Timor-Leste,2004,
Timor-Leste,2008,22
Togo,1995,
Togo,1996,
Togo,2000,
Togo,2004,
Togo,2008,27
Trinidad and Tobago,1995,
Trinidad and Tobago,1996,
Trinidad and Tobago,2000,
Trinidad and Tobago,2004,42
Trinidad and Tobago,2008,36
Tunisia,1995,
Tunisia,1996,
Tunisia,2000,52
Tunisia,2004,50
Tunisia,2008,44
Turkey,1995,41
Turkey,1996,35
Turkey,2000,38
Turkey,2004,32
Turkey,2008,46
Turkmenistan,1995,
Turkmenistan,1996,
Turkmenistan,2000,
Turkmenistan,2004,20
Turkmenistan,2008,18
Uganda,1995,
Uganda,1996,27
Uganda,2000,23
Uganda,2004,26
Uganda,2008,26
Ukraine,1995,
Ukraine,1996,
Ukraine,2000,15
Ukraine,2004,22
Ukraine,2008,25
United Arab Emirates,1995,
United Arab Emirates,1996,
United Arab Emirates,2000,
United Arab Emirates,2004,61
United Arab Emirates,2008,59
United Kingdom,1995,86
United Kingdom,1996,84
United Kingdom,2000,87
United Kingdom,2004,86
United Kingdom,2008,77
Uruguay,1995,
Uruguay,1996,
Uruguay,2000,
Uruguay,2004,62
Uruguay,2008,69
Uzbekistan,1995,
Uzbekistan,1996,
Uzbekistan,2000,24
Uzbekistan,2004,23
Uzbekistan,2008,18
Venezuela,1995,27
Venezuela,1996,25
Venezuela,2000,27
Venezuela,2004,23
Venezuela,2008,19
Vietnam,1995,
Vietnam,1996,
Vietnam,2000,25
Vietnam,2004,26
Vietnam,2008,27
Yemen,1995,
Yemen,1996,
Yemen,2000,
Yemen,2004,24
Yemen,2008,23
Yugoslavia,1995,
Yugoslavia,1996,
Yugoslavia,2000,13
Yugoslavia,2004,
Yugoslavia,2008,
Zambia,1995,
Zambia,1996,
Zambia,2000,34
Zambia,2004,26
Zambia,2008,28
Zimbabwe,1995,
Zimbabwe,1996,
Zimbabwe,2000,30
Zimbabwe,2004,23
Zimbabwe,2008,18
